Drug,Classes,Groups,Gene,Protein,Gene Type,Drug Action,DrugBank.ID
Granisetron,Serotonin AntagonistsAntiemetics,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00889
Granisetron,Serotonin AntagonistsAntiemetics,approvedinvestigational,CYP1A1,Cytochrome P450 1A1,enzyme,substrate,DB00889
Granisetron,Serotonin AntagonistsAntiemetics,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitorinducer,DB00889
Granisetron,Serotonin AntagonistsAntiemetics,approvedinvestigational,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00889
Triazolam,"Anti-Anxiety AgentsAdjuvants, AnesthesiaGABA ModulatorsBenzodiazepines",approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00897
Triazolam,"Anti-Anxiety AgentsAdjuvants, AnesthesiaGABA ModulatorsBenzodiazepines",approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00897
Triazolam,"Anti-Anxiety AgentsAdjuvants, AnesthesiaGABA ModulatorsBenzodiazepines",approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00897
Triazolam,"Anti-Anxiety AgentsAdjuvants, AnesthesiaGABA ModulatorsBenzodiazepines",approved,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00897
Triazolam,"Anti-Anxiety AgentsAdjuvants, AnesthesiaGABA ModulatorsBenzodiazepines",approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00897
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP2E1,Cytochrome P450 2E1,enzyme,substrateinhibitorinducer,DB00898
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP1A1,Cytochrome P450 1A1,enzyme,inhibitor,DB00898
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00898
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP2B6,Cytochrome P450 2B6,enzyme,inhibitor,DB00898
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00898
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00898
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitorinducer,DB00898
Ethanol,"Anti-Infective Agents, LocalCentral Nervous System DepressantsSolvents",approved,CYP4A11,Cytochrome P450 4A11,enzyme,inducer,DB00898
Ondansetron,Antipsychotic Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00904
Ondansetron,Antipsychotic Agents,approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrateinhibitor,DB00904
Ondansetron,Antipsychotic Agents,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00904
Ondansetron,Antipsychotic Agents,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00904
Ondansetron,Antipsychotic Agents,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00904
Ondansetron,Antipsychotic Agents,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00904
Ondansetron,Antipsychotic Agents,approved,CYP2E1,Cytochrome P450 2E1,enzyme,substrate,DB00904
Cocaine,"Vasoconstrictor AgentsDopamine Uptake InhibitorsAnesthetics, Local",approvedillicit,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00907
Cocaine,"Vasoconstrictor AgentsDopamine Uptake InhibitorsAnesthetics, Local",approvedillicit,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00907
Cocaine,"Vasoconstrictor AgentsDopamine Uptake InhibitorsAnesthetics, Local",approvedillicit,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00907
Cocaine,"Vasoconstrictor AgentsDopamine Uptake InhibitorsAnesthetics, Local",approvedillicit,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00907
Cocaine,"Vasoconstrictor AgentsDopamine Uptake InhibitorsAnesthetics, Local",approvedillicit,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00907
Cocaine,"Vasoconstrictor AgentsDopamine Uptake InhibitorsAnesthetics, Local",approvedillicit,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00907
Quinidine,Anti-Arrhythmia Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitorinducer,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP2E1,Cytochrome P450 2E1,enzyme,substrate,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP1A1,Cytochrome P450 1A1,enzyme,inhibitor,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP2B6,Cytochrome P450 2B6,enzyme,inhibitor,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00908
Quinidine,Anti-Arrhythmia Agents,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrateinhibitor,DB00908
Zonisamide,AntioxidantsAnticonvulsants,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00909
Zonisamide,AntioxidantsAnticonvulsants,approvedinvestigational,AOX1,Aldehyde oxidase,enzyme,substrate,DB00909
Zonisamide,AntioxidantsAnticonvulsants,approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00909
Paricalcitol,,approvedinvestigational,CYP24A1,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",enzyme,substrate,DB00910
Paricalcitol,,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00910
Paricalcitol,,approvedinvestigational,UGT1A4,UDP-glucuronosyltransferase 1-4,enzyme,substrate,DB00910
Repaglinide,Hypoglycemic AgentsAntidiabetic AgentsMeglitinides,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00912
Repaglinide,Hypoglycemic AgentsAntidiabetic AgentsMeglitinides,approvedinvestigational,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00912
Amantadine,"Antiviral AgentsDopamine AgentsAntiparkinson AgentsAnalgesics, Non-Narcotic",approved,DDC,Aromatic-L-amino-acid decarboxylase,enzyme,inducer,DB00915
Amantadine,"Antiviral AgentsDopamine AgentsAntiparkinson AgentsAnalgesics, Non-Narcotic",approved,MAOB,Amine oxidase [flavin-containing] B,enzyme,inhibitor,DB00915
Metronidazole,Antiprotozoal AgentsAnti-Infective AgentsRadiation-Sensitizing Agents,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrateinhibitor,DB00916
Metronidazole,Antiprotozoal AgentsAnti-Infective AgentsRadiation-Sensitizing Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00916
Metronidazole,Antiprotozoal AgentsAnti-Infective AgentsRadiation-Sensitizing Agents,approved,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00916
Dinoprostone,OxytocicsProstaglandins,approved,CYP11A1,"Cholesterol side-chain cleavage enzyme, mitochondrial",enzyme,substrate,DB00917
Dinoprostone,OxytocicsProstaglandins,approved,CYP19A1,Cytochrome P450 19A1,enzyme,inducer,DB00917
Dinoprostone,OxytocicsProstaglandins,approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00917
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,MAOA,Amine oxidase [flavin-containing] A,enzyme,substrate,DB00918
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00918
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00918
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,FMO3,Dimethylaniline monooxygenase [N-oxide-forming] 3,enzyme,substrate,DB00918
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00918
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,substrate,DB00918
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2E1,Cytochrome P450 2E1,enzyme,substrate,DB00918
Almotriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00918
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,UGT1A9,UDP-glucuronosyltransferase 1-9,enzyme,substrate,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP2C18,Cytochrome P450 2C18,enzyme,substrate,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00921
Buprenorphine,"Analgesics, OpioidNarcoticsNarcotic Antagonists",approvedillicitinvestigational,CYP2A6,Cytochrome P450 2A6,enzyme,inhibitor,DB00921
Cyclobenzaprine,"Tranquilizing AgentsNeuromuscular AgentsMuscle relaxant, Skeletal",approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00924
Cyclobenzaprine,"Tranquilizing AgentsNeuromuscular AgentsMuscle relaxant, Skeletal",approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00924
Cyclobenzaprine,"Tranquilizing AgentsNeuromuscular AgentsMuscle relaxant, Skeletal",approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00924
Etretinate,,withdrawn,CYP19A1,Cytochrome P450 19A1,enzyme,inhibitor,DB00926
Etretinate,,withdrawn,CYP26A1,Cytochrome P450 26A1,enzyme,substrate,DB00926
Tipranavir,Anti-HIV Agents,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00932
Tipranavir,Anti-HIV Agents,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00932
Tipranavir,Anti-HIV Agents,approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00932
Maprotiline,"Antidepressive Agents, Second-GenerationAdrenergic Uptake InhibitorsAntidepressive Agents",approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00934
Maprotiline,"Antidepressive Agents, Second-GenerationAdrenergic Uptake InhibitorsAntidepressive Agents",approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00934
Salmeterol,SympathomimeticsAdrenergic beta-2 Receptor AgonistsBronchodilator Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00938
Salmeterol,SympathomimeticsAdrenergic beta-2 Receptor AgonistsBronchodilator Agents,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00938
Salmeterol,SympathomimeticsAdrenergic beta-2 Receptor AgonistsBronchodilator Agents,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00938
Salmeterol,SympathomimeticsAdrenergic beta-2 Receptor AgonistsBronchodilator Agents,approved,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00938
Zalcitabine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approved,DCK,Deoxycytidine kinase,enzyme,substrate,DB00943
Zalcitabine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00943
Zalcitabine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00943
Zalcitabine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00943
Zalcitabine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approved,CYP3A43,Cytochrome P450 3A43,enzyme,substrate,DB00943
Zalcitabine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00943
Zalcitabine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00943
Acetylsalicylic acid,"Fibrinolytic AgentsPlatelet Aggregation InhibitorsAnti-Inflammatory Agents, Non-SteroidalCyclooxygenase InhibitorsAntipyreticsSalicylates",approved,CYP2C19,Cytochrome P450 2C19,enzyme,inducer,DB00945
Acetylsalicylic acid,"Fibrinolytic AgentsPlatelet Aggregation InhibitorsAnti-Inflammatory Agents, Non-SteroidalCyclooxygenase InhibitorsAntipyreticsSalicylates",approved,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00945
Acetylsalicylic acid,"Fibrinolytic AgentsPlatelet Aggregation InhibitorsAnti-Inflammatory Agents, Non-SteroidalCyclooxygenase InhibitorsAntipyreticsSalicylates",approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00945
Phenprocoumon,Anticoagulants,approved,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00946
Phenprocoumon,Anticoagulants,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00946
Phenprocoumon,Anticoagulants,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00946
Felbamate,Anticonvulsants,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinducer,DB00949
Felbamate,Anticonvulsants,approved,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00949
Felbamate,Anticonvulsants,approved,CYP2E1,Cytochrome P450 2E1,enzyme,substrate,DB00949
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP3A4,Cytochrome P450 3A4,enzyme,inhibitor,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP2E1,Cytochrome P450 2E1,enzyme,substrateinhibitorinducer,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,NAT2,Arylamine N-acetyltransferase 2,enzyme,substrate,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,nat,Arylamine N-acetyltransferase,enzyme,inhibitor,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP2A6,Cytochrome P450 2A6,enzyme,inhibitor,DB00951
Isoniazid,Antitubercular AgentsFatty Acid Synthesis Inhibitors,approved,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00951
Rizatriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approved,MAOA,Amine oxidase [flavin-containing] A,enzyme,substrate,DB00953
Rizatriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00953
Hydrocodone,"Analgesics, OpioidNarcoticsAntitussive Agents",approvedillicit,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00956
Hydrocodone,"Analgesics, OpioidNarcoticsAntitussive Agents",approvedillicit,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00956
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,XDH,Xanthine dehydrogenase/oxidase,enzyme,inducer,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,MPO,Myeloperoxidase,enzyme,substrate,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,GSTT1,Glutathione S-transferase theta-1,enzyme,substrate,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,,Metallothionein-1A,enzyme,substrate,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,,Metallothionein-2,enzyme,substrate,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,SOD1,Superoxide dismutase [Cu-Zn],enzyme,,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,GSTP1,Glutathione S-transferase P,enzyme,substrate,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,GSTM1,Glutathione S-transferase Mu 1,enzyme,substrate,DB00958
Carboplatin,Antineoplastic AgentsCross-Linking Reagents,approved,NQO1,NAD(P)H dehydrogenase [quinone] 1,enzyme,substrate,DB00958
Zaleplon,Hypnotics and Sedatives,approvedillicitinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00962
Zaleplon,Hypnotics and Sedatives,approvedillicitinvestigational,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00962
Zaleplon,Hypnotics and Sedatives,approvedillicitinvestigational,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00962
Zaleplon,Hypnotics and Sedatives,approvedillicitinvestigational,AOX1,Aldehyde oxidase,enzyme,substrate,DB00962
Desloratadine,"Cholinergic AntagonistsHistamine H1 Antagonists, Non-SedatingHistamine Antagonists",approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00967
Desloratadine,"Cholinergic AntagonistsHistamine H1 Antagonists, Non-SedatingHistamine Antagonists",approvedinvestigational,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00967
Desloratadine,"Cholinergic AntagonistsHistamine H1 Antagonists, Non-SedatingHistamine Antagonists",approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00967
Desloratadine,"Cholinergic AntagonistsHistamine H1 Antagonists, Non-SedatingHistamine Antagonists",approvedinvestigational,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00967
Alosetron,,approvedwithdrawn,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00969
Alosetron,,approvedwithdrawn,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00969
Alosetron,,approvedwithdrawn,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00969
Alosetron,,approvedwithdrawn,CYP2E1,Cytochrome P450 2E1,enzyme,inhibitor,DB00969
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP1A1,Cytochrome P450 1A1,enzyme,substrate,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrateinhibitor,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP2A6,Cytochrome P450 2A6,enzyme,inhibitor,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP2B6,Cytochrome P450 2B6,enzyme,inhibitor,DB00972
Azelastine,"Anti-Allergic AgentsLipoxygenase InhibitorsBronchodilator AgentsHistamine H1 Antagonists, Non-Sedating",approved,CYP2E1,Cytochrome P450 2E1,enzyme,inhibitor,DB00972
Ezetimibe,Cholesterol Absorption Inhibitors,approved,UGT1A1,UDP-glucuronosyltransferase 1-1,enzyme,substrate,DB00973
Ezetimibe,Cholesterol Absorption Inhibitors,approved,UGT1A3,UDP-glucuronosyltransferase 1-3,enzyme,substrate,DB00973
Ezetimibe,Cholesterol Absorption Inhibitors,approved,,UDP-glucuronosyltransferase 2B15,enzyme,substrate,DB00973
